ADDRESS,MUNICIPALITY,REGION,SLB_RELAY
QUEEN ST E 55 (AT BERTI),TORONTO,Central-GTA,SLB
ST GEORGE ST 105 & SUSSEX,TORONTO,Central-GTA,SLB
BAY ST & GROSVENOR ST,TORONTO,Central-GTA,SLB
HAZELTON AVE & SCOLLARD ST,TORONTO,Central-GTA,SLB
HAZELTON AVE & SCOLLARD ST,TORONTO,Central-GTA,SLB
BEDFORD RD & PRINCE ARTHUR AVE,TORONTO,Central-GTA,SLB
BEDFORD RD & PRINCE ARTHUR AVE,TORONTO,Central-GTA,SLB
CHURCH ST & QUEEN ST E,TORONTO,Central-GTA,SLB
QUEENS QUAY W 370,TORONTO,Central-GTA,SLB
RICHMOND ST W 555,TORONTO,Central-GTA,SLB
QUEEN ST E 1 & VICTORIA ST,TORONTO,Central-GTA,SLB
UNIVERSITY AVE 700,TORONTO,Central-GTA,SLB
UNIVERSITY AVE 700,TORONTO,Central-GTA,SLB
GERRARD ST E 87 (Pallin Hall),TORONTO,Central-GTA,SLB
WELLESLEY ST W 111 (QUEENS PARK),TORONTO,Central-GTA,SLB
LOWER JARVIS ST 18 (SDM),TORONTO,Central-GTA,SLB
CARLTON ST & CHURCH ST,TORONTO,Central-GTA,SLB
BAY ST 1260 & YORKVILLE AVE,TORONTO,Central-GTA,SLB
BAY ST 1260 & YORKVILLE AVE,TORONTO,Central-GTA,SLB
UNIVERSITY AVE 400,TORONTO,Central-GTA,SLB
YONGE ST 425,TORONTO,Central-GTA,SLB
JARVIS ST 222,TORONTO,Central-GTA,SLB
ELIZABETH ST & DUNDAS ST W,TORONTO,Central-GTA,SLB
ELIZABETH ST 170 (Sick Kids Hospital),TORONTO,Central-GTA,SLB
BOND ST 30 (St Michael's Hosp-by Inquiry),TORONTO,Central-GTA,SLB
UNIVERSITY AVE 610 (Princess Margaret Hosp),TORONTO,Central-GTA,SLB
CHURCH ST & RICHMOND ST E,TORONTO,Central-GTA,SLB
HART HOUSE CIRCLE 7 ( HART HOUSE) U OF T,TORONTO,Central-GTA,SLB
ADELAIDE ST E & YONGE ST,TORONTO,Central-GTA,SLB
GRENVILLE ST 76 (Womans College Hospital),TORONTO,Central-GTA,SLB
BAY ST 1260 & YORKVILLE AVE,TORONTO,Central-GTA,SLB
BAY ST 1260 & YORKVILLE AVE,TORONTO,Central-GTA,SLB
BOND ST 105,TORONTO,Central-GTA,SLB
CARLTON ST 27,TORONTO,Central-GTA,SLB
CARLTON ST 27,TORONTO,Central-GTA,SLB
DUNDAS ST W & UNIVERSITY AVE,TORONTO,Central-GTA,SLB
SPADINA AVE & WILLCOCKS ST,TORONTO,Central-GTA,SLB
BAY ST 10/20 (Waterpark Place),TORONTO,Central-GTA,SLB
BAY ST 10/20 (Waterpark Place),TORONTO,Central-GTA,SLB
AVENUE RD & YORKVILLE AVE,TORONTO,Central-GTA,SLB
AVENUE RD & YORKVILLE AVE,TORONTO,Central-GTA,SLB
KING ST W& SPADINA AVE,TORONTO,Central-GTA,SLB
KING ST W & SPADINA AVE,TORONTO,Central-GTA,SLB
ADELAIDE ST W & PORTLAND ST,TORONTO,Central-GTA,SLB
BATHURST ST & WELLINGTON ST W,TORONTO,Central-GTA,SLB
BLOOR ST W 131,TORONTO,Central-GTA,SLB
BLOOR ST W 131,TORONTO,Central-GTA,SLB
YONGE ST 89,TORONTO,Central-GTA,SLB
KING ST W& PORTLAND ST,TORONTO,Central-GTA,SLB
BATHURST ST & KING ST W,TORONTO,Central-GTA,SLB
MCCAULST 55,TORONTO,Central-GTA,SLB
ADELAIDE ST E 31 ( Toronto Adelaide Retail ),TORONTO,Central-GTA,SLB
ADELAIDE ST W & DUNCAN ST,TORONTO,Central-GTA,SLB
BAY ST 595 ( Atrium on Bay),TORONTO,Central-GTA,SLB
BAY ST 525 (Marriot Eaton Centre Hotel),TORONTO,Central-GTA,SLB
T D CENTRE (66 WELLINGTON ST W) POSTAL OUTLET,TORONTO,Central-GTA,SLB
T D CENTRE (66 WELLINGTON ST W) POSTAL OUTLET,TORONTO,Central-GTA,SLB
KING ST W 388,TORONTO,Central-GTA,SLB
YONGE ST 211 (SHUTER ST & YONGE ST),TORONTO,Central-GTA,SLB
YONGE ST 211 (SHUTER ST & YONGE ST),TORONTO,Central-GTA,SLB
DUPONT ST 292,TORONTO,Central-GTA,SLB
DUPONT ST 292,TORONTO,Central-GTA,SLB
QUEEN ST W 524 (SDM),TORONTO,Central-GTA,SLB
QUEENS QUAY W 390,TORONTO,Central-GTA,SLB
JARVIS ST 180 & SHUTER ST,TORONTO,Central-GTA,SLB
ST PATRICK ST 122,TORONTO,Central-GTA,SLB
DUNDAS ST W & UNIVERSITY AVE,TORONTO,Central-GTA,SLB
DUNDAS ST W & MCCAUL ST,TORONTO,Central-GTA,SLB
LOWER JARVIS ST & THE ESPLANADE,TORONTO,Central-GTA,SLB
FRONT ST E & JARVIS ST,TORONTO,Central-GTA,SLB
RICHMOND ST W 1 & YONGE ST,TORONTO,Central-GTA,SLB
DUNDAS ST W & UNIVERSITY AVE,TORONTO,Central-GTA,SLB
COLLEGE ST 59 & LAPLANTE AVE,TORONTO,Central-GTA,SLB
DUNDAS ST W & SPADINA AVE,TORONTO,Central-GTA,SLB
NASSAU ST & SPADINA AVE,TORONTO,Central-GTA,SLB
LEADER LANE 22,TORONTO,Central-GTA,SLB
LEADER LANE 22,TORONTO,Central-GTA,SLB
BLOOR ST W & SPADINA AVE,TORONTO,Central-GTA,SLB
BLOOR ST W & QUEENS PARK AVE,TORONTO,Central-GTA,SLB
DUNDAS ST E 53 & VICTORIA ST,TORONTO,Central-GTA,SLB
ALBERT ST & JAMES ST,TORONTO,Central-GTA,SLB
UNIVERSITY AVE 500,TORONTO,Central-GTA,SLB
UNIVERSITY AVE 400,TORONTO,Central-GTA,SLB
BATHURST ST & QUEEN ST W,TORONTO,Central-GTA,SLB
QUEEN ST W 260,TORONTO,Central-GTA,SLB
DUNDAS ST E 10 (SDM),TORONTO,Central-GTA,SLB
SHUTER ST 26 & VICTORIA ST,TORONTO,Central-GTA,SLB
YONGE ST 69 ( SDM ),TORONTO,Central-GTA,SLB
BATHURST ST 1138 (TTC),TORONTO,Central-GTA,SLB
COLLEGE ST & SPADINA AVE 455,TORONTO,Central-GTA,SLB
CHURCH ST 6 & THE ESPLANADE E 6,TORONTO,Central-GTA,SLB
CHURCH ST 6 & THE ESPLANADE E 6,TORONTO,Central-GTA,SLB
QUEEN ST W 260,TORONTO,Central-GTA,SLB
COLLEGE ST & YONGE ST,TORONTO,Central-GTA,SLB
CENTRE AVE (REAR OF 393 UNIVERSITY AVE),TORONTO,Central-GTA,SLB
CENTRE AVE (REAR OF 393 UNIVERSITY AVE),TORONTO,Central-GTA,SLB
CAMERON ST & QUEEN ST W,TORONTO,Central-GTA,SLB
UNIVERSITY AVE 600 (MT SINAI HOSPITAL LOBBY),TORONTO,Central-GTA,SLB
PETER ST & RICHMOND ST W,TORONTO,Central-GTA,SLB
AVENUE RD & CUMBERLAND ST,TORONTO,Central-GTA,SLB
AVENUE RD & CUMBERLAND ST,TORONTO,Central-GTA,SLB
YONGE ST 69 ( SDM ),TORONTO,Central-GTA,SLB
YONGE ST 1,TORONTO,Central-GTA,SLB
DUNCAN ST & RICHMOND ST W,TORONTO,Central-GTA,SLB
YONGE ST 250 ( Eatons Centre),TORONTO,Central-GTA,SLB
YONGE ST 250 ( Eatons Centre),TORONTO,Central-GTA,SLB
VICTORIA ST 74,TORONTO,Central-GTA,SLB
QUEEN ST E 111,TORONTO,Central-GTA,SLB
BLOOR ST W360A (SDM),TORONTO,Central-GTA,SLB
BLOOR ST W360A (SDM),TORONTO,Central-GTA,SLB
SPADINA AVE 119,TORONTO,Central-GTA,SLB
BATHURST ST & BLOOR ST W,TORONTO,Central-GTA,SLB
BAY ST & CHARLES ST W,TORONTO,Central-GTA,SLB
SPADINA AVE 119,TORONTO,Central-GTA,SLB
BLOOR ST W 341 & HURON ST ( SENIORS BUILDING ),TORONTO,Central-GTA,SLB
AUGUSTA AVE 205 A (AT DENISON AVE),TORONTO,Central-GTA,SLB
BAY ST & TEMPERANCE ST,TORONTO,Central-GTA,SLB
QUEEN ST E 111,TORONTO,Central-GTA,SLB
KING ST E 34 & VICTORIA ST,TORONTO,Central-GTA,SLB
BAY ST 50 (AIR CANADA TOWER),TORONTO,Central-GTA,SLB
BLOOR ST W & BORDEN ST,TORONTO,Central-GTA,SLB
SPADINA AVE 280,TORONTO,Central-GTA,SLB
COLLEGE ST 281,TORONTO,Central-GTA,SLB
AVENUE RD & CUMBERLAND ST,TORONTO,Central-GTA,SLB
AVENUE RD & CUMBERLAND ST,TORONTO,Central-GTA,SLB
ST GEORGE ST & WILLCOCKS ST,TORONTO,Central-GTA,SLB
BAY ST & CUMBERLAND ST,TORONTO,Central-GTA,SLB
BAY ST & CUMBERLAND ST,TORONTO,Central-GTA,SLB
BAY ST & CUMBERLAND ST,TORONTO,Central-GTA,SLB
BAY ST & CUMBERLAND ST,TORONTO,Central-GTA,SLB
WELLESLEY ST W 111 (QUEENS PARK),TORONTO,Central-GTA,SLB
QUEEN ST W & YONGE ST 204,TORONTO,Central-GTA,SLB
BAY ST & WELLESLEY ST W,TORONTO,Central-GTA,SLB
CARLTON ST & CHURCH ST,TORONTO,Central-GTA,SLB
BAY ST & TEMPERANCE ST,TORONTO,Central-GTA,SLB
DUNDAS ST E & MUTUAL ST,TORONTO,Central-GTA,SLB
BAY ST & RICHMOND ST W,TORONTO,Central-GTA,SLB
YONGE ST 250 ( Eatons Centre),TORONTO,Central-GTA,SLB
COLLEGE ST &MCCAUL ST,TORONTO,Central-GTA,SLB
ADELAIDE ST E 67 & CHURCH ST,TORONTO,Central-GTA,SLB
MURRAY ST&ORDEST,TORONTO,Central-GTA,SLB
CHARLES ST W 89 (Burwash Hall Res),TORONTO,Central-GTA,SLB
GERRARD ST E & VICTORIA ST,TORONTO,Central-GTA,SLB
ADELAIDE ST E 31 (AT VICTORIA),Toronto,Central-GTA,SLB
CHURCH ST & WELLINGTON ST E 58,TORONTO,Central-GTA,SLB
ADELAIDE ST E & JARVIS ST,TORONTO,Central-GTA,SLB
LOWER JARVIS ST 10 WESTSIDE LOBLAWS,TORONTO,Central-GTA,SLB
DUNDAS SQ& YONGE ST,TORONTO,Central-GTA,SLB
DUNDAS ST W1 AT YONGE ST,TORONTO,Central-GTA,SLB
DUNDAS ST W 250,TORONTO,Central-GTA,SLB
BAY ST & RICHMOND ST W,TORONTO,Central-GTA,SLB
SPADINA RD 271 (Canadian Hearing Society),TORONTO,Central-GTA,SLB
AVENUE RD 87,TORONTO,Central-GTA,SLB
AVENUE RD 87,TORONTO,Central-GTA,SLB
COLLEGE ST 214,TORONTO,Central-GTA,SLB
KING ST W 761 (SDM),TORONTO,Central-GTA,SLB
CHARLOTTE ST & KING ST W,TORONTO,Central-GTA,SLB
AVENUE RD & DAVENPORT RD,TORONTO,Central-GTA,SLB
AVENUE RD & DAVENPORT RD,TORONTO,Central-GTA,SLB
AVENUE RD 111,TORONTO,Central-GTA,SLB
AVENUE RD 111,TORONTO,Central-GTA,SLB
BRANT ST & RICHMOND ST W 477,TORONTO,Centra l-GTA,SLB
DUNDAS ST W & UNIVERSITY AVE,TORONTO,Central-GTA,SLB
HOSKIN AVE 9,TORONTO,Centra l-GTA,SLB
DUNDASSTW578,TORONTO,Central-GTA,SLB
GRENVILLE ST 76 (Womans College Hospital),TORONTO,Central-GTA,SLB
BAY ST 10/20 (Waterpark Place),TORONTO,Central-GTA,SLB
BAY ST 10/20 (Waterpark Place),TORONTO,Central-GTA,SLB
YORK ST 18,TORONTO,Central-GTA,SLB
DUNDAS ST W 1 AT YONGE ST,TORONTO,Central-GTA,SLB
HARBORD ST & ST GEORGE ST,TORONTO,Central-GTA,SLB
PHOEBE ST & SPADINA AVE,TORONTO,Central-GTA,SLB
COLLEGE ST & LIPPINCOTT ST,TORONTO,Central-GTA,SLB
BATHURST ST & BLOOR ST W,TORONTO,Central-GTA,SLB
BRUNSWICK AVE 45 (Doctors Hospital),TORONTO,Central-GTA,SLB
TORONTO GENERAL HOSPITAL (off Gerrard St W),TORONTO,Central-GTA,SLB
BAY ST & ELM ST 38,TORONTO,Central-GTA,SLB
ELIZABETH ST 200 (T G Hospital) INSIDE,TORONTO,Central-GTA,SLB
COLLEGE ST 223 & ROSS ST,TORONTO,Central-GTA,SLB
COLLEGE ST 101 (MARS),TORONTO,Central-GTA,SLB
COLLEGE ST & HURON ST,TORONTO,Central-GTA,SLB
ESPLANADE THE 45 (Novotel Htl ),TORONTO,Central-GTA,SLB
BAY ST 10/20 (Waterpark Place),TORONTO,Central-GTA,SLB
BAY ST 200 (Entrance to Subway),TORONTO,Central-GTA,SLB
BAY ST 200 (Entrance to Subway),TORONTO,Central-GTA,SLB
BAY ST 595 & DUNDAS ST W (OUTSIDE ATRIUM),TORONTO,Central-GTA,SLB
BAY ST 200 (Entrance to Subway),TORONTO,Central-GTA,SLB
CHURCH ST & GOULD ST,TORONTO,Central-GTA,SLB
GERRARD ST E & JARVIS ST,TORONTO,Central-GTA,SLB
LEONARD AVE 25,TORONTO,Central-GTA,SLB
BAY ST & BLOOR ST W,TORONTO,Central-GTA,SLB
HARBORD ST & SPADINA AVE,TORONTO,Central-GTA,SLB
HURON ST & RUSSELL ST,TORONTO,Central-GTA,SLB
KINGS COLLEGE CIRCLE 12 (University Coll)UofT,TORONTO,Central-GTA,SLB
ST GEORGE ST 105 & SUSSEX,TORONTO,Central-GTA,SLB
SPADAINA RD & ST CLAIR AVE W,TORONTO,Central-GTA,SLB
BRIDGMAN AVE & KENDAL AVE,TORONTO,Central-GTA,SLB
BAY ST & GRENVILLE ST,TORONTO,Central-GTA,SLB
ADELAIDE ST E & YONGE ST,TORONTO,Central-GTA,SLB
BAY ST 10/20 (Waterpark Place),TORONTO,Central-GTA,SLB
YONGE ST 333 (IN FRONT OF HMV),TORONTO,Central-GTA,SLB
QUEEN ST W & YONGE ST 204,TORONTO,Central-GTA,SLB
BATHURST ST & LAKESHORE BLVD W,TORONTO,Central-GTA,SLB
BLOOR ST W 2336,TORONTO,Central-GTA,SLB
COLLEGE ST 725,TORONTO,Central-GTA,SLB
